Date,EEM,EWC,EWJ,IEUR,SPLG
2020-01-03,-0.01856709003789958,-0.00500335995392065,-0.011025840867657899,-0.01134545002966425,-0.006292152209658841
2020-01-06,-0.0024482220302510793,0.005028519446748092,0.003547250623678444,0.0018118964013471572,0.003165887121098221
2020-01-07,-0.0006693530226296041,0.0010007005618208886,0.0016832938369284456,-0.004019476268619981,-0.002630059355211989
2020-01-08,0.00580478526801409,-0.0009997001613077927,0.00016791246426928197,0.001816100330674697,0.005273879755102184
2020-01-09,0.006659357422061252,0.0016679771248850894,0.007056571075147788,0.0012083874016102225,0.007345133749168786
2020-01-10,0.005292242999948016,-0.000666165414391684,-0.007007124800957443,-0.004626848197827216,-0.0028641874374770726
2020-01-13,0.015573641533981553,0.005331520125084532,0.0057125798649477755,0.004042131386808201,0.007573530483759416
2020-01-14,-0.005615749106682388,0.0006630033148746772,0.0003340016171233806,0.0008051353717211107,-0.0018144158105880548
2020-01-15,-0.007819393102403427,0.005299732023668069,-0.0036739830340078994,0.0010054962291625724,0.002077449129594955
2020-01-16,0.006348629077101098,0.005271934047448079,0.0006703834028665145,0.0044205545597244544,0.008810746744684073
2020-01-17,0.005655783072059606,0.002294195496591156,0.0006700749438879328,0.005000958132970856,0.0025683668082812083
2020-01-21,-0.025308120161590675,0.00032702204135559576,-0.00535644771429955,-0.0071655379420518805,-0.0017932830603543115
2020-01-22,0.008211352441620967,-0.005230502119943137,0.004543823944363146,-0.0008019070077074364,0.0
2020-01-23,-0.010345567284145374,0.003943467905577203,0.0011726868625028253,-0.0018058066384039062,0.0017965047018038138
2020-01-24,-0.008007224270200508,-0.004582454138834069,-0.0038487814323239222,-0.0034171689907499525,-0.009479391814363525
2020-01-27,-0.03452909879570232,-0.012495882331650221,-0.017974070327743896,-0.020572861828765943,-0.01577892075669074
2020-01-28,0.008360339843655362,0.007658834314635543,0.008895025072962248,0.00844323419380344,0.010249507040480221
2020-01-29,0.004836645024618891,-0.005287401807720138,-0.0032214257916372002,0.001837888732107995,-0.0007799744777005069
2020-01-30,-0.014898040367251397,0.0016610425895076109,-0.0013608937163860357,0.0004077010941772041,0.0033841545817432372
2020-01-31,-0.020242043528742704,-0.015920361260776228,-0.016351549006983768,-0.015077506955281428,-0.0176440321989616
2020-02-03,0.011161224256666324,-0.0016851879277925974,0.007619127937008363,-0.001861841390510599,0.007131711363147941
2020-02-04,0.02583370234347493,0.013166711959930355,0.015122887258016249,0.016580415928186598,0.014948954496398548
2020-02-05,0.005723585875862858,0.007330849091514491,0.008972402443825578,0.011824639007127713,0.011627900718208739
2020-02-06,0.0009105190418050579,0.004631245104285364,0.0075501455110242865,0.001208874294512885,0.0033202953331563645
2020-02-07,-0.013873247931999289,-0.007902446405619101,-0.009658548972618086,-0.010263523765674964,-0.005091283029837856
2020-02-10,0.005534931990110126,0.0033187773174050417,-0.0011769545645836654,0.0038632971917467174,0.007420751368531819
2020-02-11,0.01307367115554059,0.006615953119578855,0.005050448647611061,0.007697041748617073,0.0015237339014604334
2020-02-12,0.013583770147949537,0.005915412972319123,-0.004857621381635702,0.00502499266946943,0.006593857770244904
2020-02-13,-0.01317838931799209,-0.0035936463208131597,-0.00875264739456938,-0.00559996797545359,-0.0010076329243637883
2020-02-14,0.00045273199014750354,0.00360660719147754,-0.007471492468370866,0.0,0.0015131840441351407
2020-02-18,-0.0065611087487669195,-0.002940313318611998,-0.014884586041687964,-0.004625826655714094,-0.0025184427199055337
2020-02-19,0.00728756819410048,0.00851900719634946,-0.0017367919158639555,0.005253608007024679,0.004544558178180225
2020-02-20,-0.015600189549896726,-0.0012995884659714463,-0.006436996271953155,-0.0046230367497894775,-0.004021134329045828
2020-02-21,-0.005741890349307499,-0.0035784492216390795,-0.00840475383021888,-0.0036351335309844357,-0.01009337027133117
2020-02-24,-0.03742214179271808,-0.023179824677923233,-0.033727740371954695,-0.04296714397075441,-0.03364794276988903
2020-02-25,-0.007919267238189476,-0.021056064718346645,-0.0016447261154286519,-0.021812816563172244,-0.029807023140541844
2020-02-26,0.00798248265153112,-0.009901173236535388,0.0049424607952035515,0.0015154709202913619,-0.004078602666580888
2020-02-27,-0.023997957541686654,-0.035862013253489144,-0.03424421769056041,-0.03220920832193186,-0.0444990475107333
2020-02-28,-0.0036881660076004685,-0.013233172631387347,-0.0011317466496593154,-0.00714758820628314,-0.005428685728147253
2020-03-02,0.021717500252536492,0.021022190141336994,0.012651284575141197,0.02024748241363361,0.04452796787696123
2020-03-03,-0.006763237913637754,-0.012069675358754584,-0.01286610881117789,-0.009481824225565316,-0.028603077334840243
2020-03-04,0.017752913156892536,0.018325544375514813,0.021722688005984203,0.03450596145534024,0.04246879325751296
2020-03-05,-0.02102741969781441,-0.01552574824672004,-0.018117817587495644,-0.03249426319320048,-0.03394917540688269
2020-03-06,-0.020502871668406586,-0.02150540357889963,-0.009602832635227432,-0.014457255097774402,-0.016305697243855444
2020-03-09,-0.06827812261732147,-0.12417581624567386,-0.05095060500156767,-0.08688804399833516,-0.07745073538402591
2020-03-10,0.0508156835185396,0.02467588611697158,0.029847910552063928,0.036332311781509086,0.05080527158186432
2020-03-11,-0.04657660153184917,-0.04408161859706372,-0.033845550764406096,-0.058192139291982636,-0.04864352952764561
2020-03-12,-0.10010697308589267,-0.13321952769440715,-0.09804716133935987,-0.11496586610527026,-0.09730412473678918
2020-03-13,0.07208539497917177,0.10837463262608438,0.032812536022433614,0.06552225971188008,0.0937177374456073
2020-03-16,-0.12479217377849283,-0.11377794037603528,-0.06591735191630044,-0.11654134200643418,-0.11676084253822172
2020-03-17,0.0689217841376657,-0.019057271043461665,0.04905124405096806,0.030395155519458372,0.06289980422042696
2020-03-18,-0.08636495259552879,-0.04805711799614065,-0.021173341990884165,-0.06253696376977091,-0.05249081590221716
2020-03-19,0.00776946953998503,0.02094511371150909,0.013970144362573267,0.018565119839313526,0.000705885915488702
2020-03-20,0.007388447399556686,-0.013150737273290192,0.0024443768742299365,-0.012974902487691842,-0.0451341816302101
2020-03-23,-0.023915861221909362,-0.05916852545633422,-0.010418764684574144,-0.006572731798002773,-0.028332724775936957
2020-03-24,0.07513870272107237,0.12861187423303178,0.06944444705702213,0.0910521838179319,0.09525617806858677
2020-03-25,0.03524770792703613,0.05823293733935486,0.018851903518188218,0.03609596109330071,0.012923782791635086
2020-03-26,0.037863290692434104,0.03320671854784707,0.03289483395009141,0.04933124712480952,0.05827565007124069
2020-03-27,-0.056844105459373795,-0.05142337173038425,-0.0011941205046344106,-0.03240408120527849,-0.029325408400121766
2020-03-30,0.016492064403778706,0.026621449213232617,0.012156203563635337,0.014548597619678194,0.03188993289634867
2020-03-31,0.0067846665598201295,0.030174750710215692,-0.0275644741822626,0.00324704826822253,-0.015940068922059014
2020-04-01,-0.04277765948664669,-0.04851282550853808,-0.04758044210322654,-0.04476841579424262,-0.04429766428047244
2020-04-02,0.03366986944893058,0.01827801213459601,0.012754957913529985,0.018069130750886453,0.022829626205598252
2020-04-03,-0.018951564260791365,-0.0075577133415853925,-0.022460128407296387,-0.020244061098470545,-0.013865507024146573
2020-04-06,0.054633105363461665,0.05188015544864766,0.05905087905159845,0.050948231264042354,0.06755816013075422
2020-04-07,0.005151758057412303,0.007239768934349744,0.010746059165383848,0.005924936837885975,-0.00032119546399156373
2020-04-08,0.010250462364117308,0.021563194259127005,-0.0024072624502262663,0.014457878003744984,0.03470431180545841
2020-04-09,-0.0036641057813302513,0.017590172540839832,0.013070704628315166,0.025336660347908824,0.01490699371578108
2020-04-13,0.001414608373818238,0.0025929993275044527,-0.004168266042328228,-0.01287025166014144,-0.009486001576662906
2020-04-14,0.02288135937665592,0.009482705388082824,0.0183374859627512,0.01590622220728055,0.029657025083169586
2020-04-15,-0.025683501245791884,-0.03501269798455209,-0.009982347981440709,-0.03978465236469442,-0.021302088878941472
2020-04-16,0.005385397327814401,-0.0070797867204657194,-0.008501126701850215,0.0029406581369686435,0.0052116700149384965
2020-04-17,0.022272360542554548,0.04188945074638828,0.013359822080011297,0.03224957275308493,0.026532485245969406
2020-04-20,-0.012686227638676661,-0.005987949362961209,-0.015348215018926359,-0.01265161693498118,-0.017231118075414553
2020-04-21,-0.027653345783164585,-0.032272007804865055,-0.009392544947998904,-0.019874746176811287,-0.03053204666988696
2020-04-22,0.027290979035810903,0.023566150429817467,0.017349013894829568,0.01280679205723434,0.02182717789783295
2020-04-23,-0.0036354750736231622,0.003909494918224121,0.0013882665624989077,-0.005268648775749174,-0.00030512094869372675
2020-04-24,-0.0014031899864755948,0.012981549589144992,0.007722693698575034,0.012447210398345065,0.014651917937586578
2020-04-27,0.020235873540879412,0.01665946158956011,0.013755031991727451,0.014386556730478617,0.014741208205722334
2020-04-28,0.0019284795455041248,0.013445557042238487,0.014537825315946717,0.005930791315424511,-0.004743234896505966
2020-04-29,0.029144777979779324,0.041044629696938895,0.017577380179822244,0.029735894338321467,0.025915690313328854
2020-04-30,-0.021106196629792406,-0.03305455348333819,-0.02816364694270146,-0.017674749946806734,-0.009581646902152907
2020-05-01,-0.036025930215779156,-0.0222406512675265,-0.0175812892804873,-0.021794373527287525,-0.02638560875423368
2020-05-04,0.010758961124335054,0.009267009128187897,-0.004916517619984684,-0.0018133445199262077,0.00361350247230785
2020-05-05,0.005601993878639133,0.007095396393493658,0.00968380679781533,-0.0007786263043014774,0.008700894302557938
2020-05-06,-0.00306408803048408,-0.00787410029964497,-0.007633347522882694,-0.008051918581798212,-0.007138500324057606
2020-05-07,0.008102970925332631,0.008354229267629965,0.014990029971778895,0.01649636990623593,0.011982793517875123
2020-05-08,0.021064184755339443,0.017398379349461868,0.01710067662540382,0.019320011045779406,0.01687440648755434
2020-05-11,-0.006514628739376915,0.003257350858861585,0.009552869952013099,-0.005306906383336973,0.0005820520146788688
2020-05-12,-0.003825344249298146,-0.01988633376193183,-0.013058231386460228,-0.01194093749055114,-0.02036659264701468
2020-05-13,-0.001919781250721564,-0.02567276068387514,0.004793716345443233,-0.014399617942115195,-0.017522845323780123
2020-05-14,0.0038471838522140533,0.005099769351402772,-0.01488550826302748,-0.008870669925224117,0.01209158875862193
2020-05-15,-0.013687368809541689,0.0033826863214212466,0.0017434991905125319,0.0015792693165024296,0.003584423007651827
2020-05-18,0.03913422448214732,0.03708392515841652,0.02494695829112281,0.04546701760438565,0.03125017321073775
2020-05-19,-0.008013041856273384,-0.008533139954824409,-0.011698178255419411,-0.013826331870494424,-0.010101064391724979
2020-05-20,0.013193231238420644,0.01147535372577102,0.015082200529792367,0.02192192140430471,0.016617912649145694
2020-05-21,-0.011426713930047017,-0.011750450643916444,-0.010720392735467765,-0.007981978955057367,-0.0071694673999722625
2020-05-22,-0.020699122589777352,0.0,0.0013307544113168035,-0.0005029373148769389,0.002310827831162987
2020-05-26,0.021960022655023614,0.03239044161552629,0.033985433447717206,0.02591186671952972,0.013256641156742077
2020-05-27,0.0032232502244680106,0.009928505507596608,0.012853273640285101,0.013732476106042002,0.014220664303500774
2020-05-28,-0.0069611942399268045,-0.001966163032295132,0.013053004912250143,0.009675755173112144,-0.0016828219508223663
2020-05-29,0.01725516934233151,-0.00945615806190736,-0.008410934146769744,0.0004792002054609945,0.003651717819817879
2020-06-01,0.023058657893517687,0.02028638865961563,0.015159670956261806,0.02250946309836932,0.004757806057897662
2020-06-02,0.023834442720272797,0.017933567715620935,0.004444382741786379,0.010773073945111067,0.008357055251924983
2020-06-03,0.023279043350984185,0.0122558397003254,0.006902734832761492,0.028961755254602428,0.013259578184877885
2020-06-04,-0.014094933192631443,-0.004918574170108547,-0.011249798063043603,-0.0018011537981719172,-0.0029991173358820955
2020-06-05,0.026335622119716406,0.024334596921547602,0.01440020612668591,0.01759507262715143,0.025704136092236984
2020-06-08,0.006109424049259182,0.01262074083977649,0.01472129751678275,0.011970926806961435,0.012796614461249023
2020-06-09,-0.006801021405086094,-0.009897532344108617,-0.005181433940723568,-0.017305526254096426,-0.007633662629652038
2020-06-10,0.007336645719776991,-0.008515331775341917,-0.0005209514394098891,-0.002897916038816728,-0.005835400794783396
2020-06-11,-0.052196939086731065,-0.0575055995825311,-0.042035571516940484,-0.05991513588729236,-0.05789740845072289
2020-06-12,0.021260126305709726,0.01743254911240122,0.017951000453652943,0.018549314071929723,0.01274415693555131
