Date,XLI
2020-10-07,0.022079537499210433
2020-10-08,0.009922455231360594
2020-10-09,0.0037306525823377346
2020-10-12,0.005699453929124854
2020-10-13,-0.011088082649028608
2020-10-14,0.005606562732975773
2020-10-15,0.003592474804177792
2020-10-16,0.007282840666991586
2020-10-19,-0.012377316138587613
2020-10-20,0.005211637841638916
2020-10-21,-0.010122319370850508
2020-10-22,0.008230612550713001
2020-10-23,0.003957856262110315
2020-10-26,-0.025009336274640637
2020-10-27,-0.021860013144667456
2020-10-28,-0.03281204667784232
2020-10-29,0.014558337541152211
2020-10-30,-0.0011846105655153316
2020-11-02,0.027019710691726928
2020-11-03,0.029517430396560407
2020-11-04,-0.010346421101578573
2020-11-05,0.023554539388093154
2020-11-06,0.0009844210750089566
2020-11-09,0.03405476858154599
2020-11-10,0.017595871991361367
2020-11-11,-0.008412150704604326
2020-11-12,-0.011429342203216342
2020-11-13,0.022169224659164932
2020-11-16,0.024370425782107352
2020-11-17,-0.002618209464825383
2020-11-18,-0.004450826029026578
2020-11-19,0.002522022224747955
2020-11-20,-0.009033745308962837
2020-11-23,0.016732215506401138
2020-11-24,0.017477926228132823
2020-11-25,-0.007585133256490351
2020-11-27,-0.001685767023995921
2020-11-30,-0.008894497186943018
2020-12-01,-0.0024993837206569447
2020-12-02,0.0013668612134194458
2020-12-03,0.0026156398504062484
2020-12-04,0.011910377733315824
2020-12-07,-0.00482058319457801
2020-12-08,0.004843933780355192
2020-12-09,0.0022417342458926903
2020-12-10,-0.009506682691040269
2020-12-11,0.0023712602513032977
2020-12-14,-0.012955001294701729
2020-12-15,0.013923810715261498
2020-12-16,-0.006190839805839232
2020-12-17,0.006115986998463496
2020-12-18,0.00011272860944488983
2020-12-21,-0.0060354495690031484
2020-12-22,-0.0046624800324427396
2020-12-23,0.005255384788499962
2020-12-24,0.00011370902708818242
2020-12-28,0.001250190737097645
2020-12-29,-0.006015574522439171
2020-12-30,0.006394329879757965
2020-12-31,0.004651528348006639
2021-01-04,-0.024166775732691992
2021-01-05,0.009836579122018074
2021-01-06,0.02383673653670426
2021-01-07,0.005484792908437841
2021-01-08,-0.0024492613840492172
2021-01-11,-0.0003345937310342828
2021-01-12,0.009935253271810218
2021-01-13,-0.008621729065250938
2021-01-14,0.0034563365376749644
2021-01-15,-0.013000086181463533
2021-01-19,0.00326462395749072
2021-01-20,0.006171476230744766
2021-01-21,-0.007806295782491368
2021-01-22,-0.005170140549444757
2021-01-25,-0.006778934245302293
2021-01-26,-0.00921405049334778
2021-01-27,-0.019862115315516737
2021-01-28,0.014876163526753139
2021-01-29,-0.02158345147460672
2021-02-01,0.01038087310526592
2021-02-02,0.0212494251453752
2021-02-03,0.0006859347714505137
2021-02-04,0.010739289029753518
2021-02-05,0.005877541220394411
2021-02-08,0.008540348896624028
2021-02-09,0.0025628325628253013
2021-02-10,-0.0015558981282154383
2021-02-11,-0.002114977484854119
2021-02-12,0.007250293039390954
2021-02-16,-0.0009966564516575849
2021-02-17,-0.002771312786489122
2021-02-18,-0.005002116262411427
2021-02-19,0.01642285165992763
2021-02-22,0.0031874749879021724
2021-02-23,0.003067814583639139
2021-02-24,0.01889675905197752
2021-02-25,-0.018439209711199167
2021-02-26,-0.010375696787688127
2021-03-01,0.025604111759939707
2021-03-02,-0.002905350747243518
2021-03-03,0.0010793388936338744
2021-03-04,-0.015955045979282545
2021-03-05,0.023663481245302265
2021-03-08,0.010487728200276214
2021-03-09,-0.004130479550623067
2021-03-10,0.014782607860716501
2021-03-11,0.0007336404375659633
2021-03-12,0.013404371540078452
2021-03-15,0.008370523550213393
2021-03-16,-0.01424489298792675
2021-03-17,0.011539671235672788
2021-03-18,-0.0009249545916044655
2021-03-19,-0.007612335736107534
2021-03-22,-0.0005613640789778884
2021-03-23,-0.01747829110877197
2021-03-24,0.007306180018903818
2021-03-25,0.015978084838676132
2021-03-26,0.0172789079017015
2021-03-29,0.00020348247142076836
2021-03-30,0.004372693398407845
2021-03-31,-0.0032401401931640983
2021-04-01,0.0033523212875892217
2021-04-05,0.012350483519835143
2021-04-06,-0.0023999492025753577
2021-04-07,-0.004611146444623793
2021-04-08,0.0024169497469581636
2021-04-09,0.009744941892128045
2021-04-12,0.003681140620353185
2021-04-13,-0.004857146426069159
2021-04-14,0.001294833803850981
2021-04-15,0.003979358942653777
2021-04-16,0.0021798306356324293
2021-04-19,-0.004152450581744405
2021-04-20,-0.01102088327273043
2021-04-21,0.013653589305034686
2021-04-22,-0.005051281885046888
2021-04-23,0.010949875090705996
2021-04-26,-0.0029540570607966554
2021-04-27,0.00829546219462518
2021-04-28,-0.002056863520754071
2021-04-29,0.0070665353578533985
2021-04-30,-0.006627079415224668
2021-05-03,0.010301309468762954
2021-05-04,0.004369627603924453
2021-05-05,0.0009667510424613557
2021-05-06,0.006954596152411341
2021-05-07,0.0105516358124087
2021-05-10,0.0009490542932997226
2021-05-11,-0.014793661371440003
2021-05-12,-0.023967799612066076
2021-05-13,0.018737856258774777
2021-05-14,0.01384304618623533
2021-05-17,-0.003055281253464548
2021-05-18,-0.014558100269873697
2021-05-19,-0.005636981896859017
2021-05-20,0.002247948378205189
2021-05-21,0.00487602928554165
2021-05-24,0.006211419838870524
2021-05-25,-0.0029899383071195773
2021-05-26,0.0031921297844643703
2021-05-27,0.013693465562284679
2021-05-28,0.0
2021-06-01,0.003900422922044733
2021-06-02,-0.0028427717625603144
2021-06-03,-0.0021858039073402447
2021-06-04,0.003238117518447936
2021-06-07,-0.0069299429790924405
2021-06-08,0.002581019102451121
2021-06-09,-0.010202237849836648
2021-06-10,-0.00491269804673633
2021-06-11,0.0020328112513010588
2021-06-14,-0.00454069279715219
2021-06-15,0.004270440477321058
2021-06-16,-0.009470451167558624
2021-06-17,-0.015414691639509148
2021-06-18,-0.01298071508660903
2021-06-21,0.0219949531064747
2021-06-22,0.0010840608967812582
2021-06-23,-0.0022639700610292968
2021-06-24,0.007793925114551792
2021-06-25,0.0019577869262186187
2021-06-28,-0.005275966975038404
2021-06-29,-0.0019644053185318144
2021-06-30,0.007774990706119089
2021-07-01,0.007128578796755658
2021-07-02,0.0015515522759699252
2021-07-06,-0.009584553020417497
2021-07-07,0.00997080622313673
2021-07-08,-0.013937497064167581
2021-07-09,0.0158030017400812
2021-07-12,0.001352658756321512
2021-07-13,-0.009649606324932947
2021-07-14,-9.743946414331184e-05
2021-07-15,0.0019489791903548603
2021-07-16,-0.008850605669842415
2021-07-19,-0.020900761243547783
2021-07-20,0.027961621438550965
2021-07-21,0.009554414915845744
2021-07-22,-0.0036698815908045024
2021-07-23,0.004264817975374147
2021-07-26,-0.0004825105095024318
2021-07-27,-0.005503858048697352
2021-07-28,-0.0023304518098601346
2021-07-29,0.007883141240824454
2021-07-30,-0.0019312100445921798
2021-08-02,-0.006869025746101598
2021-08-03,0.01305394583103947
2021-08-04,-0.013559127401000737
2021-08-05,0.004679454317850107
2021-08-06,0.00465750072339377
2021-08-09,-0.003960063763738586
2021-08-10,0.010181463676062874
2021-08-11,0.01295838241129399
2021-08-12,-0.0018951586692012024
2021-08-13,-0.0031331544567164693
2021-08-16,0.003428489305877358
2021-08-17,-0.010819890501243323
2021-08-18,-0.010938319336938784
2021-08-19,-0.006984855990263772
2021-08-20,0.002637725345384201
2021-08-23,0.008184756032961316
2021-08-24,0.0050255601962387875
2021-08-25,0.006443064160108536
2021-08-26,-0.004395433107747704
2021-08-27,0.0069097799727850795
2021-08-30,-0.0011436752643276815
2021-08-31,-0.0027672345851241786
2021-09-01,-0.0038274667882964852
2021-09-02,0.01075816156116316
2021-09-03,-0.006081889476917346
2021-09-07,-0.017305723557166863
2021-09-08,0.0013620028505079151
2021-09-09,-0.004858245818203488
2021-09-10,-0.004491167588094203
2021-09-13,0.002648073644623272
2021-09-14,-0.012031710192768275
2021-09-15,0.010990252566236203
2021-09-16,-0.006855497190899729
2021-09-17,-0.010649742559903586
2021-09-20,-0.011469165900351075
2021-09-21,-0.0052600828809706845
2021-09-22,0.007931681136083668
2021-09-23,0.015334956211092043
2021-09-24,0.0020866774583494507
2021-09-27,0.0009912221014714007
2021-09-28,-0.011589720666791536
2021-09-29,0.0011025665575452592
2021-09-30,-0.020522625865978972
2021-10-01,0.013695989145122711
2021-10-04,-0.005444693856169969
2021-10-05,0.011151605270825593
2021-10-06,0.004411463691812445
2021-10-07,0.007785837960620601
2021-10-08,-9.921556086545102e-05
2021-10-11,-0.008023404953618973
2021-10-12,-0.0032954020016149332
2021-10-13,0.002103948308104675
2021-10-14,0.018896185475371752
2021-10-15,0.009616289827266922
2021-10-18,0.0006802960303158301
2021-10-19,0.005924714969778311
2021-10-20,0.006275974078733926
2021-10-21,0.002015077271543264
2021-10-22,0.003543000780819483
2021-10-25,0.002290044829578619
2021-10-26,-0.006188066123486435
2021-10-27,-0.011687028794534093
2021-10-28,0.012503759095118916
2021-10-29,0.0002871289263361998
2021-11-01,0.002775301643938466
2021-11-02,0.0033402799962722884
2021-11-03,-0.0021877312883160638
2021-11-04,0.004003952254851617
2021-11-05,0.01015936730164535
2021-11-08,0.004135874390593042
2021-11-09,0.002527288005424344
2021-11-10,-0.005602315960994142
2021-11-11,-0.004131526337048941
2021-11-12,0.00792032119164654
2021-11-15,0.0018707801062534113
2021-11-16,0.00018697920256816047
2021-11-17,-0.005974701729807297
2021-11-18,-0.00206607436859807
2021-11-19,-0.004987958016955174
2021-11-22,0.002742830004136332
2021-11-23,0.001697807972619092
2021-11-24,-0.0011299280180959714
2021-11-26,-0.027054981802518308
2021-11-29,0.0017436385042080005
2021-11-30,-0.02534074629850447
2021-12-01,-0.013893049715270389
2021-12-02,0.02968716351242473
2021-12-03,-0.0011728546137048657
2021-12-06,0.016927554033756786
2021-12-07,0.010199255274590646
2021-12-08,0.002476560186452925
2021-12-09,-0.0031355609850003408
2021-12-10,0.004098582335319456
2021-12-13,-0.010346635639751134
2021-12-14,-0.009495615281791658
2021-12-15,0.008715176023786686
2021-12-16,0.00047993251441713625
2021-12-17,-0.017079320634211803
2021-12-20,-0.016020793943348877
2021-12-21,0.019916620858013934
2021-12-22,0.0028313489268814163
2021-12-23,0.011780553526161475
2021-12-27,0.010585217018188597
2021-12-28,0.005046704752385001
2021-12-29,0.0018001794654147751
2021-12-30,-0.0035937360798646845
2021-12-31,0.00427085457914278
2022-01-03,-0.008222218139450121
2022-01-04,0.02010688340258393
2022-01-05,-0.009528446721463468
2022-01-06,0.004621326473637
2022-01-07,-0.0002816585460442278
2022-01-10,-0.011268527176335863
2022-01-11,0.005983310490241367
2022-01-12,0.0032101616628175123
2022-01-13,0.002164335189378086
2022-01-14,-0.006009977507366537
2022-01-18,-0.011525825228394515
2022-01-19,-0.011181946993881642
2022-01-20,-0.012758576792831211
2022-01-21,-0.009203299557317246
2022-01-24,0.005731285578916667
2022-01-25,-0.009824927597314792
2022-01-26,-0.00873177307372297
2022-01-27,-0.008909066452202796
2022-01-28,0.0069689464042739235
2022-01-31,0.010431323478025334
2022-02-01,0.013797918854510538
2022-02-02,0.006951946430000522
2022-02-03,-0.015947334171684258
2022-02-04,-0.010770552400811262
2022-02-07,0.0007990734114309284
2022-02-08,0.009981250996932589
2022-02-09,0.013736395901878584
2022-02-10,-0.016377512929106386
2022-02-11,-0.015262531141510438
2022-02-14,-0.003723977463255701
2022-02-15,0.015052153490676234
2022-02-16,0.005274730058335342
2022-02-17,-0.01831516929491117
2022-02-18,-0.008269298474191
2022-02-22,-0.009660486045520722
2022-02-23,-0.018379656325011928
2022-02-24,0.012761508704537183
2022-02-25,0.023858582442890963
2022-02-28,0.00766681652376322
2022-03-01,-0.014916452152928694
2022-03-02,0.021341345711789694
2022-03-03,0.001094663840195631
2022-03-04,-0.002186531180470852
2022-03-07,-0.02679571417678961
2022-03-08,-0.006141298192920419
2022-03-09,0.01812573497166725
2022-03-10,-0.0013151175096945966
2022-03-11,-0.008001432774066841
2022-03-14,0.0033693332615467586
2022-03-15,0.015874676160117618
2022-03-16,0.013222421523135575
2022-03-17,0.012852156240015233
2022-03-18,0.0038068645951629954
2022-03-21,0.002253560352838413
2022-03-22,0.005451409457597034
2022-03-23,-0.00958486705248851
2022-03-24,0.007624626303189164
2022-03-25,0.006208882609458399
2022-03-28,0.0002890812966813705
2022-03-29,0.009252985940500613
2022-03-30,-0.001145855306739496
2022-03-31,-0.015393394642311042
2022-04-01,-0.00776861907809967
2022-04-04,-0.001272276592915511
2022-04-05,-0.014208666330821296
2022-04-06,-0.007753631934444449
2022-04-07,0.003406281640459863
2022-04-08,-0.005591205860481341
2022-04-11,-0.003212626338850999
2022-04-12,-0.0016117748934082465
2022-04-13,0.009382624023420494
2022-04-14,-0.001099410957798752
2022-04-18,-0.003502115413742568
2022-04-19,0.018174498892308932
2022-04-20,0.005424107949684398
2022-04-21,-0.01020093678113132
2022-04-22,-0.024576526043501357
2022-04-25,0.0
2022-04-26,-0.021842905550323644
2022-04-27,0.003738968027718892
2022-04-28,0.011279041859942218
2022-04-29,-0.026501479559999597
2022-05-02,0.0021018584179004485
2022-05-03,0.00660811024677499
2022-05-04,0.02896736755841256
2022-05-05,-0.026126615244591367
2022-05-06,-0.00675892858117233
2022-05-09,-0.024183400840238733
2022-05-10,-0.0065443179437335575
2022-05-11,-0.009071259723690495
2022-05-12,0.0018525209937276799
2022-05-13,0.012727197203804996
2022-05-16,-0.001396361257552381
2022-05-17,0.022695615227249277
2022-05-18,-0.03723180783223701
2022-05-19,-0.008957848846310568
2022-05-20,-0.01080258435492265
2022-05-23,0.016380741889177042
2022-05-24,-0.0005480613127661904
2022-05-25,0.0058138577202919706
2022-05-26,0.020285516228404132
2022-05-27,0.02052407455909666
2022-05-31,-0.008065494726098299
2022-06-01,-0.006124563683552964
2022-06-02,0.019124649546398143
2022-06-03,-0.003857533599081475
2022-06-06,0.004186355512562745
2022-06-07,0.013444518664103455
2022-06-08,-0.018099481018197583
2022-06-09,-0.0196901578128007
2022-06-10,-0.029487193862369088
2022-06-13,-0.030052947990317214
2022-06-14,-0.002496515259785781
2022-06-15,0.009670916046142564
2022-06-16,-0.033355740434610426
2022-06-17,-0.002564514494179604
2022-06-21,0.018242233505948224
2022-06-22,-0.005533620572065634
2022-06-23,-0.0051011147087358655
2022-06-24,0.03495691872307538
2022-06-27,-0.0023642874052601792
2022-06-28,-0.011623947378017196
2022-06-29,-0.0058231493152437475
2022-06-30,0.0031008410304318446
2022-07-01,0.008701530028846438
2022-07-05,-0.014982911198905713
2022-07-06,0.005761793861397635
2022-07-07,0.011800983748379457
2022-07-08,-0.004529338532535454
2022-07-11,-0.006711406941414144
2022-07-12,-0.0030922393656348524
2022-07-13,-0.01217685413416647
2022-07-14,-0.005698352962686504
2022-07-15,0.01567242634986199
2022-07-18,-0.005988007324743361
2022-07-19,0.03568122270173091
2022-07-20,0.007718102431457652
2022-07-21,0.007215120767554817
2022-07-22,-0.003195993032593436
2022-07-25,0.004753908627131986
2022-07-26,-0.005391741001146921
2022-07-27,0.015488827175808462
2022-07-28,0.02091723205307705
2022-07-29,0.020595367847761947
2022-08-01,0.0010454875320988766
2022-08-02,-0.010549319358804876
2022-08-03,0.009395072266523252
2022-08-04,0.0036603082009094567
2022-08-05,0.0015629226930746754
2022-08-08,-0.00031216365369790555
2022-08-09,-0.0036423215632162
2022-08-10,0.021934491039731885
2022-08-11,0.005314701768196262
2022-08-12,0.015046799280290069
2022-08-15,0.002403938272404149
2022-08-16,0.004496373987803892
2022-08-17,-0.007957781518044604
2022-08-18,0.004010767594055276
2022-08-19,-0.012883383675711846
2022-08-22,-0.01902052969409862
2022-08-23,0.0018564238449245707
2022-08-24,0.0032942304134286893
2022-08-25,0.01528842778798234
2022-08-26,-0.03466422605179831
2022-08-29,-0.004501497539975086
2022-08-30,-0.014407461906381647
2022-08-31,-0.008429501393796168
2022-09-01,0.0013991147934939718
2022-09-02,-0.00967111807003973
2022-09-06,0.0016275355182306939
2022-09-07,0.01603279143308667
2022-09-08,0.002985450428419245
2022-09-09,0.012969107253798295
2022-09-12,0.005981758231191181
2022-09-13,-0.037659256464274815
2022-09-14,-0.0019512074413897684
2022-09-15,-0.01042663900500429
2022-09-16,-0.02085394580354294
2022-09-19,0.013572024904345392
2022-09-20,-0.012445798311895073
2022-09-21,-0.013277751628776757
2022-09-22,-0.015053134478566377
2022-09-23,-0.01875641619829116
2022-09-26,-0.010501510187334251
2022-09-27,-0.0033387948096388342
2022-09-28,0.02201476762859711
2022-09-29,-0.01732615130580839
2022-09-30,-0.013104580380010722
2022-10-03,0.03017850119408627
2022-10-04,0.03480196255502599
2022-10-05,-0.005435165623947524
2022-10-06,-0.011499621336493182
2022-10-07,-0.019119986039071057
2022-10-10,0.003522664784455287
2022-10-11,-0.00023401370477860173
2022-10-12,-0.007841855844713308
2022-10-13,0.0220598914076493
2022-10-14,-0.021929811197763383
2022-10-17,0.021831316916594457
2022-10-18,0.0241368730791649
2022-10-19,-0.007104132726423185
2022-10-20,-0.019648119099045624
2022-10-21,0.02745610756580641
2022-10-24,0.01330478916127209
2022-10-25,0.013463891635161485
2022-10-26,0.0035134490892856363
2022-10-27,0.011706698270326221
2022-10-28,0.023250784337439212
2022-10-31,-0.002853518589973625
2022-11-01,-0.0009539230818015332
2022-11-02,-0.017610919138186687
2022-11-03,0.010475144112384482
2022-11-04,0.016030767007966684
2022-11-07,0.010728888221724242
2022-11-08,0.008741868419008592
2022-11-09,-0.013927574302816659
2022-11-10,0.04195448523251599
2022-11-11,-0.0006024342681961725
2022-11-14,-0.006128842240763599
2022-11-15,0.006874156135955101
2022-11-16,-0.0072288072837437545
2022-11-17,-0.0017192341944687328
2022-11-18,0.007395365365734374
2022-11-21,0.003218070686057395
2022-11-22,0.0077184655316848705
2022-11-23,0.0037801390594636164
2022-11-25,0.003864599342518593
2022-11-28,-0.018163974138398764
2022-11-29,0.006133317805064209
2022-11-30,0.01648843538448186
2022-12-01,0.0002949096935400686
2022-12-02,0.005700142308974643
2022-12-05,-0.016710587311923653
2022-12-06,-0.011826686832697164
2022-12-07,-0.0013073747440461858
2022-12-08,0.005941559652561379
2022-12-09,-0.008209102063242879
2022-12-12,0.017159694798799086
2022-12-13,0.003770977216797755
2022-12-14,-0.0018785238138659954
2022-12-15,-0.024167898104312302
2022-12-16,-0.004263164847760126
2022-12-19,-0.0052644372864602
2022-12-20,0.0012353805783744676
2022-12-21,0.018819460705729707
2022-12-22,-0.012718108173875087
2022-12-23,0.0059298332638331175
2022-12-27,0.00304923367804677
2022-12-28,-0.013071450410499619
2022-12-29,0.012320336430807766
2022-12-30,-0.00395524654362045
2023-01-03,0.0021382052678677876
2023-01-04,0.008839621241138573
2023-01-05,-0.010776483153626337
2023-01-06,0.027387496662433897
2023-01-09,-0.004459431770780675
2023-01-10,0.005474875273286051
2023-01-11,0.009602853884247864
2023-01-12,0.005883471630802495
2023-01-13,-0.0011697031138115932
2023-01-17,-0.008491230551241902
2023-01-18,-0.01880084494516432
2023-01-19,-0.020565937475364837
2023-01-20,0.013930180456598329
2023-01-23,0.010910078851983362
2023-01-24,0.00659556694141239
2023-01-25,-0.005559313824636702
2023-01-26,0.005490486071746403
2023-01-27,0.004169919414072298
2023-01-30,-0.009788330029675829
2023-01-31,0.01697446191148111
2023-02-01,0.007265506720355308
2023-02-02,0.007798166063182288
2023-02-03,-0.0052229261400191795
2023-02-06,-0.002430799958601626
2023-02-07,0.003118884573335645
2023-02-08,-0.005635339268325712
2023-02-09,-0.008989816110891224
2023-02-10,0.007099275322215215
2023-02-13,0.00910524357674336
2023-02-14,-0.0027165118159149237
2023-02-15,0.006226083093238133
2023-02-16,-0.01034520980692355
2023-02-17,0.006545624416215201
2023-02-21,-0.02290597727886179
2023-02-22,-0.0024832807586944172
2023-02-23,0.004680190052249289
2023-02-24,-0.005748806737901346
2023-02-27,0.008872604091720637
2023-02-28,-0.0022728105926662634
2023-03-01,0.003961680598480788
2023-03-02,0.01173910485830465
2023-03-03,0.01082281377322003
2023-03-06,-0.0018325255076768743
2023-03-07,-0.012852844452076684
2023-03-08,0.002349487629318192
2023-03-09,-0.014747443393396398
2023-03-10,-0.018636027111167186
2023-03-13,-0.0056567031006919954
2023-03-14,0.01056495367975896
2023-03-15,-0.02462814408373848
2023-03-16,0.01288260529512364
2023-03-17,-0.016381720280720713
2023-03-20,0.013243374503701943
2023-03-21,0.011583807135687074
2023-03-22,-0.019152759659843976
2023-03-23,-0.0028929065871501347
2023-03-24,0.004144749176497209
2023-03-27,0.008358127625593736
2023-03-28,0.005116602119861424
2023-03-29,0.01455909122209098
2023-03-30,0.002107528931676983
2023-03-31,0.013218454781795508
2023-04-03,0.0017790472246839162
2023-04-04,-0.022395492927778204
2023-04-05,-0.013018384237779235
2023-04-06,-0.00030678228834946086
2023-04-10,0.009102892488793923
2023-04-11,0.005980258204230093
2023-04-12,0.0033249042349448032
2023-04-13,0.003715511110304215
2023-04-14,-0.0012004155284521811
2023-04-17,0.007913424904469668
2023-04-18,0.004770318870473966
2023-04-19,-0.0007914092064003064
2023-04-20,-0.0017817082453532862
2023-04-21,-0.002280725674290718
2023-04-24,0.0023853176593420233
2023-04-25,-0.018443223729774916
2023-04-26,-0.018890772370770637
2023-04-27,0.019769334227467628
2023-04-28,0.009693082153544585
2023-05-01,0.005400040691592167
2023-05-02,-0.010443652141037041
2023-05-03,-0.003819369424690189
